table,var,format,description,nomenclature,creation,suppression,dates_manquantes
ER_DTR_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données dans SI     2,IR_DTE_V,2006,,
ER_DTR_F,FLX_EMT_NUM,number (8),N° émetteur du flux                                                  3,IR_NEM_V,2006,,
ER_DTR_F,FLX_EMT_ORD,number (8),N° séquence du flux                                               4,-,2006,,
ER_DTR_F,FLX_EMT_TYP,number (8),Type d'émetteur                                                      5,-,2006,,
ER_DTR_F,FLX_TRT_DTD,date (8),Date de traitement des données dans SI                   6,IR_DTE_V,2006,,
ER_DTR_F,ORG_CLE_NUM,string (9),"Ancien concept de l'organisme de liquidation (avant fusion, jusqu’au jour J de la fusion)          7",IR_ORG_V,2006,,
ER_DTR_F,PRS_ORD_NUM,number (8),N° ordre prestation dans décompte                 8,-,2006,,
ER_DTR_F,REM_TYP_AFF,number (8),Type de remboursement affiné                                 9,-,2006,,
ER_ETE_F,DDP_COD,number (3),Code de la discipline de Prestations (ou discipline médico tarifaire),IR_DDP_V,2006,,
ER_ETE_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,2006,,
ER_ETE_F,ETE_CAT_COD,number (3),Catégorie de l'établissement exécutant,IR_CET_V,2006,,
ER_ETE_F,ETE_ETA_TRF,string (15),Numéro d'établissement de transfert,-,2006,,
ER_ETE_F,ETE_GHS_NUM,number (4),Numéro du GHS,IR_GHS_V,2006,,
ER_ETE_F,ETE_IND_TAA,number (1),Indicateur TAA,IR_TAA_V,2006,,
ER_ETE_F,ETE_MCO_COE,"number (7,4)",Coefficient (Non Signé) MCO,-,2006,,
ER_ETE_F,ETE_MCO_DDP,string (1),Code discipline MCO établissement exécutant,IR_MCO_V,2006,,
ER_ETE_F,ETE_NAT_FSJ,string (1),Nature de fin de séjour,IR_NFS_V,2006,,
ER_ETE_F,ETE_STJ_COD,number (3),Statut Juridique de l'établissement juridique,IR_SJE_V,2006,,
ER_ETE_F,ETE_TYP_COD,number (2),Code du type de l'établissement exécutant,IR_TYE_V,2006,,
ER_ETE_F,MDT_COD,number (2),Code du mode de traitement,IR_MDT_V,2006,,
ER_ETE_F,MFT_COD,number (2),Code du mode de fixation des tarifs,IR_MFT_V,2006,,
ER_ETE_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2006,,
ER_ETE_F,PRS_PPU_SEC,number (1),Secteur privé/public,IR_PPU_V,2006,,
ER_ETE_F,DCT_ORD_NUM,number (8),N° ordre décompte dans caisse                      1,-,2006,,
ER_ETE_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_ETE_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_ETE_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_ETE_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_ETE_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_ETE_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_ETE_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_ETE_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2006,,
ER_INV_F,INV_ATR_DTD,date (8),Date d'attribution de la pension d'invalidité,IR_DTE_V,2006,,
ER_INV_F,INV_PEN_CAT,number (2),Catégorie de la pension d'invalidité,IR_CIV_V,2006,,
ER_INV_F,INV_PEN_ETA,number (2),Etat de la pension d'invalidité,IR_EIN_V,2006,,
ER_INV_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2006,,
ER_INV_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,2006,,
ER_INV_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_INV_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_INV_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_INV_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_INV_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_INV_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_INV_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_INV_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2006,,
ER_LOT_F,LOT_ORD_NUM,number (3),N° Ordre Lot Prestation Affinee pharmacie,-,2008,,
ER_LOT_F,LOT_PHA_NUM,string (2),N° Lot,-,2008,,
ER_LOT_F,LOT_PHA_QSN,number (3),Quantité signée conditionnement appartenant au même lot,-,2008,,
ER_LOT_F,LOT_PHA_TOP,string (1),Top déconditionnement lot,-,2008,,
ER_LOT_F,LOT_SER_NUM,string (2),N° Série,-,2008,,
ER_LOT_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2008,,
ER_LOT_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,2008,,
ER_LOT_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2008,,
ER_LOT_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2008,,
ER_LOT_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2008,,
ER_LOT_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2008,,
ER_LOT_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2008,,
ER_LOT_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2008,,
ER_LOT_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2008,,
ER_LOT_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2008,,
ER_PHA_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2006,,
ER_PHA_F,PHA_ACT_PRU,"number (5,5)",Prix unitaire du médicament codé en CIP,-,2006,,
ER_PHA_F,PHA_ACT_QSN,number (2),Quantité affinée signée (= nombre de boites facturées),-,2006,,
ER_PHA_F,PHA_CPA_PCP,string (3),Condition particulière de prise en charge,-,,,
ER_PHA_F,PHA_DEC_PRU,"number (9,2)",Prix unitaire de l'unité déconditionnée délivrée,-,,,
ER_PHA_F,PHA_DEC_QSU,number (4),Quantité complète de déconditionnement signée,-,,,
ER_PHA_F,PHA_DEC_TOP,string (1),Top déconditionnement,IR_TDU_V,,,
ER_PHA_F,PHA_IDE_CPL,number (6),Préfixe du code CIP,-,2006,,
ER_PHA_F,PHA_MOD_PRN,string (1),Mode de prescription,IR_MDP_V,,,
ER_PHA_F,PHA_ORD_NUM,number (2),Numéro d'ordre de la prestation affinée pharmacie,-,2006,,
ER_PHA_F,PHA_PRS_C13,number (13),Code CIP de la pharmacie de ville (13 Caractères),IR_PHA_R,2006,,
ER_PHA_F,PHA_PRS_IDE,number (7),Code CIP de la pharmacie de ville (ancien code sur 7 Caractères),IR_PHA_R,2006,,
ER_PHA_F,PHA_SEQ_RNV,number (2),Séquence de renouvellement,IR_SEQ_V,2006,,
ER_PHA_F,PHA_SUB_MTF,number (1),Motif de substitution du médicament,IR_SUB_V,2006,,
ER_PHA_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,2006,,
ER_PHA_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_PHA_F,FLX_EMT_NUM,number (2),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_PHA_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_PHA_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_PHA_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_PHA_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_PHA_F,PRS_ORD_NUM,number (3),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_PHA_F,REM_TYP_AFF,number (2),type de remboursement affiné,-,2006,,
ER_PRS_F,BEN_AMA_COD,number (4),Age du bénéficiaire en mois (si < 2 ans) ou années (si >= 2 ans),IR_AMA_V,2006,,
ER_PRS_F,BEN_CDI_NIR,string (2),Code d'identification du NIR,IR_NIR_V,2006,,
ER_PRS_F,BEN_CMU_CAT,string (1),Catégorie d'organisme complémentaire CMU,IR_COC_V,2006,,
ER_PRS_F,BEN_CMU_ORG,string (9),Code de l'organisme complémentaire,IR_ORG_V,2006,,
ER_PRS_F,BEN_CMU_TOP,string (1),Top bénéficiaire de la CMU complémentaire,-,2006,,
ER_PRS_F,BEN_DCD_AME,string (6),Année et mois de décès du bénéficiaire,-,2006,,
ER_PRS_F,BEN_DCD_DTE,date (8),Date de décès du bénéficiaire,IR_DTE_V,2006,,
ER_PRS_F,BEN_EHP_TOP,string (1),Identification hospitalisation en EHPAD ou en EMS,IR_HAD_V,2006,,
ER_PRS_F,BEN_IAT_CAT,string (2),Catégorie du bénéficiaire (Invalidité - Rente accident du travail),IR_CBI_V,2006,,
ER_PRS_F,BEN_NAI_ANN,string (4),Année de naissance du bénéficiaire,-,2006,,
ER_PRS_F,BEN_PAI_CMU,string (1),Type de procédure de paiement CMU,IR_TCM_V,2006,,
ER_PRS_F,BEN_NIR_PSA,string (17),Identifiant anonyme du patient dans le SNIIRAM,-,2006,,
ER_PRS_F,BEN_RNG_GEM,number (1),rang de naissance du bénéficiaire,IR_BER_V,2006,,
ER_PRS_F,BEN_QAF_COD,number (2),Qualité du matricule de l'ouvreur de droits,IR_QBA_V,2006,,
ER_PRS_F,BEN_RES_COM,string (3),commune de résidence du destinataire du règlement,IR_GEO_V,2006,,
ER_PRS_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,2006,,
ER_PRS_F,BEN_SEX_COD,number (1),Code sexe du bénéficiaire,IR_SEX_V,2006,,
ER_PRS_F,ORG_AFF_BEN,string (9),Code de l'organisme d'affiliation,IR_ORG_V,2006,,
ER_PRS_F,PRS_REJ_TOP,string (1),Top rejet ou signalement,-,2006,,
ER_PRS_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,2006,,
ER_PRS_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,2006,,
ER_PRS_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,2006,,
ER_PRS_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,2006,,
ER_PRS_F,PRE_PRE_AMD,string (6),Date (année et mois) de prescription,IR_DTE_V,2006,,
ER_PRS_F,PRE_PRE_DTD,date (8),Date de prescription,IR_DTE_V,2006,,
ER_PRS_F,PRS_GRS_DTD,date (8),Date présumée de Grossesse,IR_DTE_V,2006,,
ER_PRS_F,PRS_HOS_AMD,string (6),Date (année et mois) de début d'hospitalisation,IR_DTE_V,2006,,
ER_PRS_F,PRS_HOS_DTD,date (8),Date de début d'hospitalisation,IR_DTE_V,2006,,
ER_PRS_F,BSE_REM_BSE,"number (4,2)",Base de remboursement de l'acte de base,-,2006,,
ER_PRS_F,BSE_REM_MNT,"number (4,2)",Montant remboursé pour l'acte de base,-,2006,,
ER_PRS_F,BSE_REM_PRU,"number (4,5)",Prix unitaire de l'acte (acte de base),-,2006,,
ER_PRS_F,BSE_REM_SGN,number (1),Signe du remboursement (acte de base),IR_SGN_V,2006,,
ER_PRS_F,CPL_REM_BSE,"number (4,2)",Base de remboursement (complément d'acte),-,2006,,
ER_PRS_F,CPL_REM_MNT,"number (4,2)",Montant versé-remboursé (complément d'acte),-,2006,,
ER_PRS_F,CPL_REM_PRU,"number (4,5)",Prix unitaire de l'acte (complément d'acte),-,2006,,
ER_PRS_F,CPL_REM_SGN,number (1),Signe du remboursement (complément d'acte),IR_SGN_V,2006,,
ER_PRS_F,PRS_ACT_CFT,"number (3,2)",Coefficient (non signé) de l'acte,-,2006,,
ER_PRS_F,PRS_ACT_COG,"number (3,2)",Coefficient global de l'acte de base,-,2006,,
ER_PRS_F,PRS_ACT_NBR,"number (4,2)",Dénombrement des actes de base,-,2006,,
ER_PRS_F,PRS_ACT_QTE,"number (4,2)",Quantité de l'acte de base,-,2006,,
ER_PRS_F,PRS_DEP_MNT,"number (4,2)",Montant global du dépassement,-,2006,,
ER_PRS_F,PRS_ETA_RAC,"number (4,2)",Reste à charge de l'établissement,-,2006,,
ER_PRS_F,PRS_PAI_MNT,"number (4,2)",Montant global de la dépense,-,2006,,
ER_PRS_F,RGO_MOD_MNT,"number (4,2)",Montant de la majoration de la participation de l'assuré (régime obligatoire),-,2006,,
ER_PRS_F,ORB_BSE_NUM,string (6),Organisme de base de liquidation des prestations,IR_CAI_V,2006,,
ER_PRS_F,ORL_BSE_NUM,string (6),Organisme de base de liquidation des prestations,IR_CAI_V,2006,,
ER_PRS_F,RGM_COD,number (3),Code du petit régime,IR_RGM_V,2006,,
ER_PRS_F,RGM_GRG_COD,number (2),Grand régime de liquidation du bénéficiaire,IR_RGM_V,2006,,
ER_PRS_F,ACC_TIE_IND,number (1),Top tiers responsable accident,TOP_TIER_ACC,2006,,
ER_PRS_F,BSE_FJH_TYP,number (1),Type de prise en charge du forfait journalier (acte de base),IR_FJH_V,2006,,
ER_PRS_F,BSE_PRS_NAT,number (4),Nature de la prestation (acte de base),IR_NAT_V,2006,,
ER_PRS_F,CPL_AFF_COD,number (2),Code complément affiné,IR_CCA_V,2006,,
ER_PRS_F,CPL_ANO_COD,number (1),Code anomalie complément affiné,IR_ANC_V,2006,,
ER_PRS_F,CPL_FJH_TYP,number (1),Type de prise en charge du forfait journalier (complément d'acte),IR_FJH_V,2006,,
ER_PRS_F,CPL_MAJ_TOP,number (1),Top complément - majoration,-,2006,,
ER_PRS_F,CPL_PRS_NAT,number (4),Nature de la prestation (complément d'acte),IR_NAT_V,2006,,
ER_PRS_F,DPN_QLF,number (2),Qualificatif de la dépense,IR_DEP_V,2006,,
ER_PRS_F,DRG_MOD,number (2),Mode de règlement,IR_MOD_V,2006,,
ER_PRS_F,DRG_NAT,number (2),Code du destinataire du règlement,IR_DRG_V,2006,,
ER_PRS_F,EXE_LIE_COD,number (1),Lieu d'exécution de l'acte médical,IR_LIE_V,2006,,
ER_PRS_F,EXO_MTF,number (2),Motif d'exonération du ticket modérateur,IR_EXO_V,2006,,
ER_PRS_F,IJR_EMP_NUM,number (16),Numéro demployeur pour les indemnités journalières,-,2006,,
ER_PRS_F,IJR_RVL_NAT,string (2),Nature de la revalorisation (indemnités journalières),IR_RVL_V,2006,,
ER_PRS_F,MTM_NAT,number (1),Modulation du ticket modérateur,IR_MTM_V,2006,,
ER_PRS_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2006,,
ER_PRS_F,PRE_REN_COD,string (1),Type de renouvellement de la prescription (opticien - pharmacien),IR_REN_V,2006,,
ER_PRS_F,PRS_CRD_OPT,string (1),Top option de coordination,IR_TOC_V,2006,,
ER_PRS_F,PRS_DPN_QLP,number (2),Qualificatif de la dépense transmis,IR_DEP_V,2006,,
ER_PRS_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,2006,,
ER_PRS_F,PRS_OPS_TRF,number (1),Indicateur de tarif opposable,IR_TOP_V,2006,,
ER_PRS_F,PRS_PDS_QCP,number (2),Code qualificatif du parcours de soins,IR_QPS_V,2006,,
ER_PRS_F,PRS_PDS_QTP,number (2),Qualificatif du parcours de soins transmis,IR_QPE_V,2006,,
ER_PRS_F,PRS_PPF_COD,string (1),Prise en compte de la participation forfaitaire,IR_PAF_V,2006,,
ER_PRS_F,PRS_PRE_MTT,number (1),Code origine de la prescription,IR_TMT_V,2006,,
ER_PRS_F,PRS_REF_KIN,string (2),Indicateur Référentiel Entente Préalable kinésithérapie,IR_REK_V,2006,,
ER_PRS_F,PRS_TOP_ENP,number (1),Indicateur Top Entente Préalable,IR_TEK_V,2006,,
ER_PRS_F,PRS_TYP_KIN,string (1),Type de prestation Kiné,IR_TPR_V,2006,,
ER_PRS_F,RGO_ASU_NAT,number (2),Nature d'assurance (régime obligatoire),IR_ASU_V,2006,,
ER_PRS_F,RGO_ENV_TYP,number (2),Type d'enveloppe (régime obligatoire),IR_ENV_V,2006,,
ER_PRS_F,RGO_FTA_COD,number (1),Forçage du taux (hors parcours de soins) (part obligatoire),IR_FOR_V,2006,,
ER_PRS_F,RGO_MIN_TAU,"number (3,2)",Taux de remboursement modulé (hors parcours de Soins) (régime obligatoire),-,2006,,
ER_PRS_F,RGO_REM_TAU,"number (3,2)",Taux de remboursement (part Régime Obligatoire),-,2006,,
ER_PRS_F,RGO_THE_TAU,"number (3,2)",Taux de remboursement théorique (régime obligatoire),IR_TAU_V,2006,,
ER_PRS_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,2006,,
ER_PRS_F,PFS_EXE_NUM,string (9),N° du professionnel de santé exécutant,-,2006,,
ER_PRS_F,PFS_PRE_NUM,string (9),N° du professionnel de santé prescripteur,-,2006,,
ER_PRS_F,PRS_MTT_NUM,string (9),Numéro du medecin traitant,-,2006,,
ER_PRS_F,PSE_ACT_NAT,number (2),Nature d'activité du professionnel de santé exécutant,IR_ACT_V,2006,,
ER_PRS_F,PSE_CNV_COD,number (1),Code convention du professionnel de santé exécutant,IR_CNV_V,2006,,
ER_PRS_F,PSE_REF_ADH,string (1),Top prestation exécuté par un professionnel de santé adhérent à l'option référent,-,2006,,
ER_PRS_F,PSE_SPE_COD,number (2),Spécialite médicale du professionnel de santé exécutant,IR_SPE_V,2006,,
ER_PRS_F,PSE_STJ_COD,number (2),Mode d'exercice du professionnel de santé exécutant,IR_SJP_V,2006,,
ER_PRS_F,PSP_ACT_NAT,number (2),Nature d'activite du professionnel de santé prescripteur,IR_ACT_V,2006,,
ER_PRS_F,PSP_CNV_COD,number (1),Code convention du professionnel de santé prescripteur,IR_CNV_V,2006,,
ER_PRS_F,PSP_PPS_NUM,string (9),Numéro RPPS du prescripteur salarié,-,2006,,
ER_PRS_F,PSP_REF_ADH,string (1),Top prestation prescrite par un professionnel de santé adhérent à l'option référent,-,2006,,
ER_PRS_F,PSP_SPE_COD,number (2),Spécialité médicale du professionnel de santé prescripteur,IR_SPE_V,2006,,
ER_PRS_F,PSP_STJ_COD,number (2),Mode d'exercice du professionnel de santé prescripteur,IR_SJP_V,2006,,
ER_PRS_F,PSP_SVI_PPS,number (2),indicateur de fiabilité du numéro RPPS,IR_SVI_V,2006,,
ER_PRS_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,2006,,
ER_PRS_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_PRS_F,FLX_EMT_NUM,number (2),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_PRS_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_PRS_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_PRS_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_PRS_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_PRS_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_PRS_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2006,,
ER_PRS_F,BEN_DRT_SPF,string (3),Droits spécifiques à l'ACS (avec ou sans tiers payant intégral),IR_DSP_V,,,
ER_PRS_F,BEN_ACS_TOP,string (1),Top contrat ACS Tiers payant Intégral,-,,,
ER_PRS_F,EXE_CTX_PFS,string (4),Contexte Professionnels de santé,-,,,
ER_PRS_F,PRS_TYP_MAJ,string (2),Type de majoration,IR_MAJ_V,,,
ER_PRS_F,EXE_CTX_BEN,string (4),Contexte Bénéficiaire,-,,,
ER_PRS_F,CPL_FTA_COD,number (2),Code de forçage du taux pour les compléments d'actes,-,,,
ER_PRS_F,PRS_PPU_SEC,number (1),Code privé - public de la Prestations,IR_PPU_V,,,
ER_PRS_F,BEN_CTA_TYP,number (3),Type de contrat complémentaire,IR_CTA_V,,,
ER_PRS_F,PRS_DRA_AME,string (6),Date réelle (année et mois) de l'accouchement,-,,,
ER_PRS_F,DRG_AFF_NAT,string (2),Code affiné du destinataire du règlement,-,,,
ER_PRS_F,PRS_MNT_MAJ,"number (7,2)",montant de la majoration,-,,,
ER_PRS_F,PRE_IND_PEL,string (2),Indicateur Prescription en Ligne,-,,,
ER_PRS_F,PRS_DIS_PRE,string (2),Dispositif de prévention,-,,,
ER_PRS_F,CPL_REM_TAU,"number (3,2)",Taux de remboursement des compléments d'actes,-,,,
ER_PRS_F,PRS_QTT_MAJ,number (1),Quantité de majorations,-,,,
ER_RAT_F,ATT_NAT,number (2),Nature de l'accident du travail,IR_ATT_V,2006,,
ER_RAT_F,BEN_RAT_ANO,string (17),N° anonymisé de rente (accident du travail - maladie professionnelle),-,2006,,
ER_RAT_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2006,,
ER_RAT_F,RAT_IPP_DTE,date (8),Date d'effet du taux de l'incapacité permanente (IPP),IR_DTE_V,2006,,
ER_RAT_F,RAT_IPP_TAU,"number (5,2)",Taux de l'incapacité permanente (IPP),-,2006,,
ER_RAT_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,2006,,
ER_RAT_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_RAT_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_RAT_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_RAT_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_RAT_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_RAT_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_RAT_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_RAT_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2006,,
ER_TIP_F,LPP_ECT_MNT,"number (7,2)",Montant total de l'écart indemnisable LPP,-,2006,,
ER_TIP_F,LPP_ECU_MNT,"number (7,2)",Montant unitaire de l'écart indemnisable LPP,-,2006,,
ER_TIP_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2006,,
ER_TIP_F,TIP_ACL_DTD,date (8),Date de début de location ou d'achat,IR_DTE_V,2006,,
ER_TIP_F,TIP_ACL_DTF,date (8),Date de fin de location ou d'achat,IR_DTE_V,2006,,
ER_TIP_F,TIP_ACT_PRU,"number (10,5)",Prix unitaire LPP du produit ou de la Prestations,-,2006,,
ER_TIP_F,TIP_ACT_QSN,number (5),Quantité d'actes LPP,-,2006,,
ER_TIP_F,TIP_ORD_NUM,number (4),N° Ordre Prestation Affinee LPP,-,2006,,
ER_TIP_F,TIP_PRS_IDE,number (13),Code LPP du produit ou de la Prestations,NT_LPP,2006,,
ER_TIP_F,TIP_PRS_TYP,number (1),Type de Prestations fournie,IR_PRF_V,2006,,
ER_TIP_F,TIP_PUB_PRX,"number (7,2)",Prix unitaire public,-,2006,,
ER_TIP_F,TIP_SIR_NUM,string (14),N° SIRET Fabriquant-Importateur,-,2006,,
ER_TIP_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,2006,,
ER_TIP_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_TIP_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_TIP_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_TIP_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_TIP_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_TIP_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_TIP_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_TIP_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2006,,
ER_TRS_F,ITR_ORD_NUM,number (4),Numéro d'ordre de l'information détaillée du transport,-,2007,,
ER_TRS_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2007,,
ER_TRS_F,TRS_ACP_NOM,string (11),Nom de l'accompagnateur diplômé du véhicule,-,2007,,
ER_TRS_F,TRS_ACP_NOMC,string (32),Nom de l'accompagnateur (anonymisé),-,,,
ER_TRS_F,TRS_CDR_NOM,string (11),Nom du conducteur diplômé du véhicule,-,2007,,
ER_TRS_F,TRS_CDR_NOMC,string (32),Nom du conducteur (anonymisé),-,,,
ER_TRS_F,TRS_ARR_CDP,string (5),Code postal du lieu d'arrivée du transport,-,2007,,
ER_TRS_F,TRS_DEP_CDP,string (5),Code postal du lieu de départ du transport,-,2007,,
ER_TRS_F,TRS_TRP_HRA,number (4),Heure d'arrivée du transport,-,2007,,
ER_TRS_F,TRS_TRP_HRD,number (4),Heure de départ du transport,-,2007,,
ER_TRS_F,TRS_VEH_NUM,string (9),Numéro minéralogique du véhicule,-,2007,,
ER_TRS_F,TRS_VEH_NUMC,string (32),Numéro minéralogique du véhicule (anonymisé),-,,,
ER_TRS_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,2007,,
ER_TRS_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2007,,
ER_TRS_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2007,,
ER_TRS_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2007,,
ER_TRS_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2007,,
ER_TRS_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2007,,
ER_TRS_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2007,,
ER_TRS_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2007,,
ER_TRS_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2007,,
ER_TRS_F,TRS_DTF_DTE,date (8),Date d'arrivée du transport,-,,,
ER_TRS_F,TRS_DTD_AME,string (6),Année et mois de départ du transport (format AAAAMM),-,,,
ER_TRS_F,TRS_DTD_DTE,date (8),Date de départ du transport,-,,,
ER_TRS_F,TRS_DTF_AME,string (6),Année et mois d'arrivée du transport (format AAAAMM),-,,,
ER_UCD_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2007,,
ER_UCD_F,UCD_ACH_PRU,"number (7,2)",Prix d'achat unitaire,-,2007,,
ER_UCD_F,UCD_CAL_PRU,"number (7,2)",Prix unitaire calculé,-,2007,,
ER_UCD_F,UCD_DLV_NBR,number (5),Nombre d'unités délivrées,-,2007,,
